timestamp,mode,feats_down_size,effective_correspondence_count,residual_mean,residual_std,residual_max,signed_dist_abs_mean,signed_dist_abs_std,signed_dist_abs_max,surface_score_mean,surface_score_std,tangent_lp_mean,tangent_lp_std,tangent_lp_max,planarity_mean,planarity_std,acceptance_ratio,match_time,solve_time,kdtree_search_time,kdtree_incremental_time
19.599523,hybrid_plane_surface,740,321,0.014421,0.011525,0.061233,0.014421,0.011525,0.061233,0.940816,0.042136,0.347064,0.295408,1.885102,0.998102,0.003031,0.433784,0.001999,0.000025,0.003004,0.000129
19.699358,hybrid_plane_surface,790,354,0.017079,0.018198,0.161651,0.017079,0.018198,0.161651,0.931049,0.065960,0.319764,0.243015,1.734410,0.998039,0.003484,0.448101,0.001939,0.000026,0.002752,0.000191
19.799995,hybrid_plane_surface,809,416,0.015489,0.016622,0.187060,0.015489,0.016622,0.187060,0.934163,0.061999,0.316814,0.230279,1.656773,0.998219,0.003135,0.514215,0.002367,0.000032,0.003649,0.000101
19.899829,hybrid_plane_surface,838,440,0.013911,0.014399,0.136491,0.013911,0.014399,0.136491,0.938935,0.054899,0.306444,0.227757,2.086668,0.998028,0.003538,0.525060,0.002484,0.000028,0.003622,0.000063
19.999658,hybrid_plane_surface,853,429,0.012860,0.014606,0.144413,0.012860,0.014606,0.144413,0.941119,0.060532,0.291038,0.192185,1.355761,0.998129,0.003368,0.502931,0.002689,0.000035,0.003568,0.000064
20.099512,hybrid_plane_surface,752,400,0.014326,0.016866,0.181784,0.014326,0.016866,0.181784,0.934481,0.070498,0.291588,0.202619,1.622026,0.997756,0.004259,0.531915,0.002204,0.000029,0.003044,0.000049
20.199363,hybrid_plane_surface,651,349,0.013809,0.015161,0.136808,0.013809,0.015161,0.136808,0.936325,0.065847,0.284437,0.195114,1.137035,0.998036,0.003376,0.536098,0.002483,0.000031,0.003102,0.000043
20.300000,hybrid_plane_surface,571,307,0.015133,0.019257,0.190278,0.015133,0.019257,0.190278,0.932304,0.075390,0.275379,0.167261,1.312315,0.998236,0.002645,0.537653,0.002010,0.000028,0.002628,0.000052
20.399839,hybrid_plane_surface,492,257,0.015412,0.017115,0.113601,0.015412,0.017115,0.113601,0.929213,0.074724,0.267341,0.168898,1.421858,0.998057,0.004184,0.522358,0.001654,0.000022,0.002090,0.000032
20.499685,hybrid_plane_surface,417,204,0.013380,0.014871,0.108271,0.013380,0.014871,0.108271,0.936673,0.067497,0.244441,0.148918,0.754475,0.998211,0.002889,0.489209,0.001106,0.000018,0.001424,0.000023
20.599535,hybrid_plane_surface,342,143,0.014056,0.014835,0.083393,0.014056,0.014835,0.083393,0.932688,0.062284,0.277741,0.171558,0.898681,0.998405,0.002204,0.418129,0.001229,0.000013,0.001566,0.000018
20.699371,hybrid_plane_surface,269,96,0.012632,0.012593,0.065555,0.012632,0.012593,0.065555,0.936347,0.054474,0.322293,0.202944,1.153978,0.998000,0.003450,0.356877,0.000914,0.000010,0.001168,0.000026
20.799997,hybrid_plane_surface,204,62,0.013630,0.015680,0.067533,0.013630,0.015680,0.067533,0.929884,0.068387,0.290412,0.162904,0.923007,0.997322,0.003426,0.303922,0.000648,0.000005,0.000945,0.000012
20.899835,hybrid_plane_surface,193,36,0.014297,0.015178,0.060492,0.014297,0.015178,0.060492,0.924337,0.069213,0.264947,0.213788,0.924104,0.997179,0.004083,0.186528,0.000724,0.000005,0.001049,0.000032
20.999673,hybrid_plane_surface,162,41,0.017279,0.017461,0.060872,0.017279,0.017461,0.060872,0.910178,0.082449,0.235679,0.205218,0.903930,0.996868,0.003309,0.253086,0.000618,0.000005,0.000795,0.000039
21.099515,hybrid_plane_surface,171,43,0.021364,0.033508,0.224014,0.021364,0.033508,0.224014,0.902932,0.096032,0.247571,0.173730,0.951764,0.997099,0.003347,0.251462,0.000745,0.000005,0.000799,0.000055
21.199353,hybrid_plane_surface,200,55,0.012946,0.015672,0.094084,0.012946,0.015672,0.094084,0.931657,0.066135,0.353633,0.431807,3.274075,0.997446,0.003996,0.275000,0.000730,0.000006,0.000964,0.000043
21.299977,hybrid_plane_surface,293,116,0.017537,0.021502,0.140711,0.017537,0.021502,0.140711,0.917207,0.077256,0.451496,0.667043,4.233109,0.997575,0.003177,0.395904,0.001076,0.000011,0.001353,0.000075
21.399821,hybrid_plane_surface,407,186,0.017320,0.026119,0.226246,0.017320,0.026119,0.226246,0.922776,0.068185,0.763379,1.999506,13.284889,0.998419,0.002514,0.457002,0.001539,0.000016,0.001969,0.000155
21.499665,hybrid_plane_surface,526,257,0.013297,0.013217,0.085416,0.013297,0.013217,0.085416,0.936373,0.055856,0.288777,0.200684,1.226795,0.998439,0.002511,0.488593,0.002072,0.000028,0.002505,0.000306
21.599507,hybrid_plane_surface,658,344,0.012367,0.012399,0.104648,0.012367,0.012399,0.104648,0.942976,0.049895,0.267037,0.189014,2.068979,0.998549,0.002195,0.522796,0.002312,0.000028,0.003102,0.000137
21.699354,hybrid_plane_surface,771,407,0.012974,0.011758,0.080106,0.012974,0.011758,0.080106,0.941439,0.047570,0.280602,0.204008,1.836164,0.998478,0.002256,0.527886,0.002485,0.000034,0.003272,0.000081
21.799995,hybrid_plane_surface,806,459,0.014338,0.016931,0.224046,0.014338,0.016931,0.224046,0.937121,0.062450,0.273592,0.184469,1.236851,0.998411,0.002465,0.569479,0.002380,0.000037,0.003296,0.000110
21.899830,hybrid_plane_surface,813,445,0.013453,0.015237,0.132616,0.013453,0.015237,0.132616,0.938621,0.067092,0.286062,0.200518,1.376981,0.998142,0.003045,0.547355,0.002571,0.000036,0.003584,0.000072
21.999677,hybrid_plane_surface,850,452,0.013566,0.015289,0.209878,0.013566,0.015289,0.209878,0.940991,0.053988,0.281549,0.194621,1.186442,0.998296,0.003049,0.531765,0.002368,0.000026,0.003727,0.000073
22.099515,hybrid_plane_surface,852,443,0.015319,0.016345,0.159964,0.015319,0.016345,0.159964,0.935436,0.059231,0.298079,0.201283,1.232306,0.998125,0.003137,0.519953,0.002482,0.000028,0.003763,0.000083
22.199348,hybrid_plane_surface,820,420,0.015876,0.015535,0.116444,0.015876,0.015535,0.116444,0.932896,0.063590,0.312823,0.240150,1.686136,0.998290,0.002642,0.512195,0.002868,0.000030,0.004407,0.000065
22.300004,hybrid_plane_surface,825,400,0.016242,0.018937,0.208980,0.016242,0.018937,0.208980,0.932595,0.068470,0.315947,0.245792,1.907143,0.998107,0.003263,0.484848,0.002519,0.000024,0.003844,0.000080
22.399846,hybrid_plane_surface,827,403,0.015914,0.018004,0.150101,0.015914,0.018004,0.150101,0.931574,0.072604,0.343097,0.266387,1.918283,0.998044,0.003129,0.487304,0.002649,0.000034,0.003647,0.000082
22.499685,hybrid_plane_surface,837,384,0.018833,0.018346,0.186375,0.018833,0.018346,0.186375,0.924684,0.062510,0.337744,0.250732,1.840890,0.997585,0.003476,0.458781,0.002881,0.000035,0.003952,0.000122
22.599532,hybrid_plane_surface,822,370,0.020336,0.022009,0.189593,0.020336,0.022009,0.189593,0.916019,0.086480,0.345481,0.257303,1.367600,0.997734,0.002999,0.450122,0.002926,0.000029,0.004014,0.000080
22.699377,hybrid_plane_surface,844,426,0.017944,0.019648,0.179269,0.017944,0.019648,0.179269,0.925178,0.074117,0.354480,0.257011,1.541233,0.997670,0.003394,0.504739,0.002746,0.000040,0.003783,0.000093
22.800016,hybrid_plane_surface,770,394,0.019012,0.022358,0.188169,0.019012,0.022358,0.188169,0.921416,0.082963,0.341028,0.265965,1.447304,0.997712,0.003025,0.511688,0.002605,0.000029,0.003394,0.000070
22.899859,hybrid_plane_surface,738,339,0.017539,0.019031,0.208609,0.017539,0.019031,0.208609,0.924549,0.071754,0.353815,0.294860,2.746091,0.997260,0.004414,0.459350,0.002084,0.000020,0.003252,0.000072
22.999685,hybrid_plane_surface,665,307,0.018536,0.020029,0.162387,0.018536,0.020029,0.162387,0.919375,0.083849,0.350713,0.280616,1.886680,0.997526,0.003426,0.461654,0.002372,0.000026,0.003035,0.000069
23.099523,hybrid_plane_surface,617,272,0.019591,0.018328,0.102530,0.019591,0.018328,0.102530,0.916967,0.076471,0.341341,0.275578,1.724541,0.997359,0.004246,0.440843,0.001775,0.000022,0.002694,0.000082
23.199366,hybrid_plane_surface,592,268,0.020386,0.019550,0.108900,0.020386,0.019550,0.108900,0.911392,0.082823,0.343302,0.248938,1.282556,0.997253,0.004137,0.452703,0.001899,0.000021,0.002623,0.000061
23.299986,hybrid_plane_surface,529,220,0.020872,0.018575,0.121375,0.020872,0.018575,0.121375,0.910007,0.082608,0.339345,0.272193,1.886601,0.997111,0.004816,0.415879,0.001598,0.000016,0.002549,0.000057
23.399821,hybrid_plane_surface,466,228,0.019153,0.018536,0.146508,0.019153,0.018536,0.146508,0.918471,0.073135,0.344547,0.278652,1.720333,0.997591,0.003842,0.489270,0.001634,0.000020,0.002271,0.000032
23.499645,hybrid_plane_surface,474,229,0.017538,0.014454,0.083640,0.017538,0.014454,0.083640,0.922579,0.063117,0.338387,0.284564,2.261609,0.997204,0.005050,0.483122,0.001778,0.000022,0.002729,0.000052
23.599471,hybrid_plane_surface,561,274,0.018214,0.018476,0.127490,0.018214,0.018476,0.127490,0.919923,0.081109,0.317719,0.242714,1.456653,0.997422,0.004019,0.488414,0.001694,0.000019,0.002699,0.000057
23.699713,hybrid_plane_surface,674,285,0.017301,0.016631,0.119977,0.017301,0.016631,0.119977,0.925045,0.066394,0.372186,0.256957,1.678402,0.997307,0.003864,0.422849,0.002415,0.000024,0.003393,0.000060
23.799553,hybrid_plane_surface,717,321,0.019918,0.021984,0.145904,0.019918,0.021984,0.145904,0.915706,0.088191,0.331095,0.244706,1.685693,0.997169,0.003727,0.447699,0.002457,0.000027,0.003461,0.000112
23.899395,hybrid_plane_surface,772,342,0.022221,0.026139,0.264403,0.022221,0.026139,0.264403,0.908549,0.091416,0.331420,0.233109,1.452638,0.997173,0.003313,0.443005,0.002944,0.000027,0.004032,0.000064
24.000045,hybrid_plane_surface,811,374,0.020762,0.022461,0.179519,0.020762,0.022461,0.179519,0.910345,0.087616,0.338347,0.264611,1.616977,0.997309,0.003144,0.461159,0.002703,0.000036,0.003747,0.000126
24.099885,hybrid_plane_surface,778,351,0.021496,0.024009,0.152172,0.021496,0.024009,0.152172,0.907335,0.095734,0.298182,0.190200,1.118800,0.997286,0.003738,0.451157,0.002513,0.000027,0.003553,0.000062
24.199711,hybrid_plane_surface,706,350,0.020103,0.021846,0.149432,0.020103,0.021846,0.149432,0.910758,0.087562,0.330920,0.233173,1.641699,0.997116,0.003815,0.495751,0.002301,0.000029,0.003246,0.000043
24.299564,hybrid_plane_surface,648,349,0.020413,0.023422,0.142746,0.020413,0.023422,0.142746,0.910496,0.091709,0.302026,0.194869,1.107330,0.997319,0.003497,0.538580,0.002209,0.000023,0.003371,0.000064
24.399394,hybrid_plane_surface,565,325,0.019034,0.020657,0.131355,0.019034,0.020657,0.131355,0.914827,0.080935,0.313529,0.206794,1.248573,0.996871,0.004337,0.575221,0.002222,0.000028,0.002726,0.000059
24.500028,hybrid_plane_surface,500,306,0.022573,0.020719,0.117206,0.022573,0.020719,0.117206,0.900514,0.082335,0.309326,0.210612,1.196819,0.997205,0.003691,0.612000,0.001696,0.000020,0.002299,0.000046
24.599876,hybrid_plane_surface,477,252,0.021484,0.024221,0.142055,0.021484,0.024221,0.142055,0.901696,0.095250,0.288411,0.209805,1.212146,0.996971,0.003622,0.528302,0.001658,0.000016,0.002249,0.000056
24.699719,hybrid_plane_surface,444,270,0.018549,0.023013,0.171405,0.018549,0.023013,0.171405,0.912702,0.098673,0.310521,0.224013,1.206094,0.997933,0.002605,0.608108,0.001697,0.000029,0.001989,0.000043
24.799572,hybrid_plane_surface,418,253,0.016874,0.023191,0.279093,0.016874,0.023191,0.279093,0.919819,0.083911,0.296799,0.224762,1.521286,0.998018,0.002647,0.605263,0.001589,0.000023,0.001975,0.000040
24.899418,hybrid_plane_surface,396,235,0.017091,0.019568,0.167277,0.017091,0.019568,0.167277,0.917195,0.083745,0.299776,0.216992,1.820893,0.997688,0.003186,0.593434,0.001224,0.000013,0.001703,0.000042
25.000049,hybrid_plane_surface,383,203,0.019341,0.029874,0.222545,0.019341,0.029874,0.222545,0.910013,0.110520,0.287769,0.194549,1.249677,0.997386,0.003780,0.530026,0.001157,0.000012,0.001625,0.000033
25.099899,hybrid_plane_surface,357,202,0.013932,0.017371,0.114516,0.013932,0.017371,0.114516,0.928961,0.080252,0.314078,0.245460,1.419271,0.997841,0.003621,0.565826,0.001170,0.000015,0.001761,0.000045
25.199736,hybrid_plane_surface,330,188,0.013567,0.022697,0.184021,0.013567,0.022697,0.184021,0.932659,0.089656,0.298849,0.195614,1.238700,0.998190,0.002924,0.569697,0.001178,0.000020,0.001459,0.000026
25.299575,hybrid_plane_surface,301,177,0.011860,0.015970,0.155099,0.011860,0.015970,0.155099,0.938659,0.067906,0.320455,0.251721,1.505296,0.998299,0.002900,0.588040,0.001024,0.000013,0.001433,0.000045
25.399403,hybrid_plane_surface,236,143,0.010783,0.017226,0.174353,0.010783,0.017226,0.174353,0.943797,0.067677,0.312748,0.209600,1.345113,0.998147,0.003086,0.605932,0.001004,0.000011,0.001382,0.000027
25.500046,hybrid_plane_surface,183,111,0.012607,0.018172,0.111738,0.012607,0.018172,0.111738,0.935069,0.078426,0.280282,0.179473,1.036993,0.998015,0.003561,0.606557,0.000666,0.000009,0.000928,0.000030
25.599880,hybrid_plane_surface,128,99,0.013982,0.016950,0.140513,0.013982,0.016950,0.140513,0.926207,0.076757,0.391240,0.430009,2.264004,0.998241,0.003063,0.773438,0.000605,0.000008,0.000728,0.000033
25.699703,hybrid_plane_surface,89,72,0.022239,0.033267,0.177623,0.022239,0.033267,0.177623,0.893776,0.132127,0.556547,0.655227,2.600119,0.997685,0.003716,0.808989,0.000349,0.000006,0.000487,0.000054
25.799533,hybrid_plane_surface,55,36,0.016296,0.019898,0.095096,0.016296,0.019898,0.095096,0.910772,0.097731,0.541942,0.590932,2.666788,0.996573,0.005327,0.654545,0.000257,0.000005,0.000301,0.000014
25.899360,hybrid_plane_surface,39,15,0.010408,0.011350,0.048990,0.010408,0.011350,0.048990,0.936010,0.048037,0.746161,0.682081,2.215343,0.997019,0.005088,0.384615,0.000139,0.000002,0.000185,0.000023
26.000004,hybrid_plane_surface,32,10,0.009354,0.014107,0.049902,0.009354,0.014107,0.049902,0.942352,0.062167,0.386025,0.173507,0.711479,0.997683,0.004101,0.312500,0.000138,0.000002,0.000164,0.000020
26.099850,hybrid_plane_surface,30,10,0.025626,0.018949,0.066508,0.025626,0.018949,0.066508,0.877950,0.073060,0.393897,0.211631,0.813539,0.995106,0.006820,0.333333,0.000130,0.000002,0.000134,0.000047
26.199702,hybrid_plane_surface,31,16,0.010477,0.012900,0.055743,0.010477,0.012900,0.055743,0.934734,0.053458,0.819396,0.496444,1.979434,0.998833,0.004021,0.516129,0.000111,0.000002,0.000126,0.000020
26.299538,hybrid_plane_surface,45,31,0.019482,0.024750,0.107457,0.019482,0.024750,0.107457,0.892178,0.105090,0.893815,0.987678,3.898796,0.997062,0.005623,0.688889,0.000247,0.000004,0.000223,0.000029
26.399398,hybrid_plane_surface,49,20,0.008816,0.011599,0.037237,0.008816,0.011599,0.037237,0.946001,0.056332,0.423056,0.306093,1.191751,0.998845,0.002762,0.408163,0.000212,0.000002,0.000225,0.000013
26.500034,hybrid_plane_surface,70,25,0.008130,0.004030,0.014775,0.008130,0.004030,0.014775,0.945496,0.020787,0.539106,0.346171,1.755132,0.998888,0.001454,0.357143,0.000213,0.000003,0.000312,0.000037
26.599890,hybrid_plane_surface,83,27,0.009940,0.008794,0.039515,0.009940,0.008794,0.039515,0.940554,0.037942,0.502521,0.463033,1.830517,0.998839,0.002225,0.325301,0.000274,0.000004,0.000374,0.000049
26.699727,hybrid_plane_surface,111,41,0.018116,0.022563,0.099005,0.018116,0.022563,0.099005,0.906044,0.100987,0.404494,0.296424,1.226529,0.997759,0.003926,0.369369,0.000372,0.000006,0.000514,0.000041
26.799584,hybrid_plane_surface,107,29,0.012406,0.014750,0.071229,0.012406,0.014750,0.071229,0.930825,0.061127,0.420489,0.339588,1.252628,0.997449,0.004334,0.271028,0.000354,0.000005,0.000492,0.000049
26.899424,hybrid_plane_surface,90,17,0.024124,0.030050,0.129064,0.024124,0.030050,0.129064,0.876432,0.139858,0.324117,0.214158,0.873498,0.996060,0.005102,0.188889,0.000307,0.000002,0.000375,0.000011
27.000056,hybrid_plane_surface,87,11,0.020587,0.017208,0.068350,0.020587,0.017208,0.068350,0.891461,0.079775,0.393643,0.192588,0.736155,0.998866,0.002135,0.126437,0.000241,0.000001,0.000363,0.000007
27.099895,hybrid_plane_surface,66,11,0.027179,0.021259,0.075683,0.027179,0.021259,0.075683,0.862821,0.087217,0.439407,0.232706,0.971225,0.996799,0.005323,0.166667,0.000219,0.000003,0.000308,0.000019
27.199735,hybrid_plane_surface,61,7,0.013720,0.006506,0.024006,0.013720,0.006506,0.024006,0.920157,0.034120,0.329954,0.136420,0.570841,0.996381,0.004190,0.114754,0.000185,0.000001,0.000286,0.000025
27.299583,hybrid_plane_surface,65,5,0.010637,0.003262,0.016090,0.010637,0.003262,0.016090,0.928484,0.017496,0.556580,0.121226,0.694580,0.998024,0.000176,0.076923,0.000187,0.000001,0.000290,0.000003
27.399414,hybrid_plane_surface,75,11,0.011899,0.018370,0.068358,0.011899,0.018370,0.068358,0.929230,0.078630,0.629052,0.555971,2.197481,0.997453,0.003850,0.146667,0.000215,0.000002,0.000317,0.000030
27.500057,hybrid_plane_surface,74,11,0.011275,0.007285,0.030677,0.011275,0.007285,0.030677,0.931783,0.038668,0.411856,0.196738,0.887027,0.998786,0.001393,0.148649,0.000209,0.000002,0.000334,0.000013
27.599909,hybrid_plane_surface,88,20,0.008962,0.007107,0.024620,0.008962,0.007107,0.024620,0.944645,0.034297,0.324292,0.183198,0.750061,0.997996,0.003239,0.227273,0.000279,0.000003,0.000404,0.000015
27.699754,hybrid_plane_surface,85,17,0.013472,0.013946,0.051827,0.013472,0.013946,0.051827,0.923122,0.067422,0.342394,0.220199,0.906614,0.996821,0.004072,0.200000,0.000335,0.000003,0.000437,0.000017
27.799596,hybrid_plane_surface,121,28,0.013463,0.016575,0.073903,0.013463,0.016575,0.073903,0.925452,0.072147,0.402192,0.215058,0.817312,0.997353,0.003900,0.231405,0.000482,0.000005,0.000588,0.000037
27.899418,hybrid_plane_surface,148,46,0.014746,0.014175,0.066832,0.014746,0.014175,0.066832,0.917220,0.069656,0.531881,0.642346,3.041067,0.998431,0.002008,0.310811,0.000513,0.000006,0.000714,0.000056
28.000061,hybrid_plane_surface,161,55,0.016425,0.027541,0.202685,0.016425,0.027541,0.202685,0.918607,0.088945,0.521719,0.700230,3.387767,0.998626,0.002850,0.341615,0.000516,0.000006,0.000713,0.000080
28.099907,hybrid_plane_surface,114,46,0.018692,0.029183,0.187730,0.018692,0.029183,0.187730,0.906701,0.103136,0.389223,0.346820,2.099761,0.998265,0.003633,0.403509,0.000407,0.000007,0.000549,0.000020
28.199740,hybrid_plane_surface,72,9,0.014527,0.015730,0.048383,0.014527,0.015730,0.048383,0.917235,0.075616,0.500992,0.226039,0.874804,0.997511,0.003402,0.125000,0.000229,0.000002,0.000327,0.000032
28.299575,hybrid_plane_surface,52,5,0.007789,0.005890,0.018467,0.007789,0.005890,0.018467,0.949972,0.030012,0.479012,0.344416,0.961772,0.998896,0.000771,0.096154,0.000193,0.000001,0.000284,0.000012
28.399429,hybrid_plane_surface,53,4,0.005980,0.002114,0.008806,0.005980,0.002114,0.008806,0.960236,0.013048,0.302699,0.164027,0.461153,0.998572,0.000534,0.075472,0.000176,0.000001,0.000288,0.000014
28.499669,hybrid_plane_surface,45,6,0.008844,0.006914,0.023437,0.008844,0.006914,0.023437,0.941788,0.035459,0.402613,0.228647,0.862612,0.998884,0.000561,0.133333,0.000145,0.000001,0.000225,0.000000
28.599522,hybrid_plane_surface,33,6,0.007735,0.005110,0.015968,0.007735,0.005110,0.015968,0.951430,0.025306,0.330698,0.188999,0.663591,0.998678,0.000361,0.181818,0.000143,0.000001,0.000193,0.000005
28.699359,hybrid_plane_surface,28,4,0.021514,0.009642,0.031745,0.021514,0.009642,0.031745,0.884409,0.045010,0.306275,0.128914,0.459612,0.995313,0.005694,0.142857,0.000141,0.000001,0.000162,0.000006
28.799991,hybrid_plane_surface,27,2,0.005703,0.001500,0.007203,0.005703,0.001500,0.007203,0.959503,0.009863,0.448287,0.243367,0.691654,0.998479,0.000104,0.074074,0.000102,0.000000,0.000128,0.000007
28.899826,hybrid_plane_surface,30,7,0.025701,0.030446,0.092216,0.025701,0.030446,0.092216,0.857237,0.151443,0.393030,0.178296,0.721312,0.997459,0.001067,0.233333,0.000116,0.000001,0.000145,0.000011
28.999673,hybrid_plane_surface,25,8,0.021647,0.012118,0.043434,0.021647,0.012118,0.043434,0.883553,0.057374,0.339305,0.148385,0.540124,0.996940,0.005192,0.320000,0.000114,0.000001,0.000127,0.000003
29.099514,hybrid_plane_surface,53,19,0.011505,0.010698,0.050447,0.011505,0.010698,0.050447,0.932811,0.042083,0.748843,0.710529,2.163754,0.997298,0.004094,0.358491,0.000252,0.000003,0.000285,0.000025
29.199747,hybrid_plane_surface,109,75,0.008451,0.009248,0.044985,0.008451,0.009248,0.044985,0.950708,0.043373,0.333098,0.293294,1.778310,0.998820,0.002163,0.688073,0.000415,0.000008,0.000505,0.000056
29.299580,hybrid_plane_surface,269,159,0.011070,0.014574,0.134998,0.011070,0.014574,0.134998,0.943008,0.063529,0.298619,0.173444,1.003069,0.998844,0.002160,0.591078,0.001235,0.000018,0.001547,0.000160
